benchmark,n,sample,time
compose_small,16,7,0.03509642800781876
compose_small,16,8,0.04012296401197091
compose_small,16,9,0.03460287197958678
compose_small,17,0,0.06753840501187369
compose_small,17,1,0.06843171000946313
compose_small,17,2,0.06578588497359306
compose_small,17,3,0.06715224002255127
compose_small,17,4,0.06688881700392812
compose_small,17,5,0.06854606501292437
compose_small,17,6,0.06854139396455139
compose_small,17,7,0.06673874298576266
compose_small,17,8,0.0762996879639104
compose_small,17,9,0.06771412899252027
compose_small,18,0,0.12939741398440674
compose_small,18,1,0.13262113695964217
compose_small,18,2,0.12994243699358776
compose_small,18,3,0.13125911395763978
compose_small,18,4,0.1302779499674216
compose_small,18,5,0.13316680799471214
compose_small,18,6,0.12620420195162296
compose_small,18,7,0.12471479002851993
compose_small,18,8,0.1329580129822716
compose_small,18,9,0.12812893005320802
compose_small,19,0,0.23729714698856696
compose_small,19,1,0.26707669004099444
compose_small,19,2,0.2649948550388217
compose_small,19,3,0.254538172041066
compose_small,19,4,0.26966124796308577
compose_small,19,5,0.2651171030011028
compose_small,19,6,0.2756610279902816
compose_small,19,7,0.2570813139900565
compose_small,19,8,0.251089769997634
compose_small,19,9,0.24807714798953384
compose_small,20,0,0.536747562000528
compose_small,20,1,0.5346435949904844
compose_small,20,2,0.5310715319938026
compose_small,20,3,0.5262996770325117
compose_small,20,4,0.529428429028485
compose_small,20,5,0.5331353489891626
compose_small,20,6,0.5424322799663059
compose_small,20,7,0.5145842650090344
compose_small,20,8,0.5090889370185323
compose_small,20,9,0.48429454100551084
synthetic,0,0,0.009330434986623004
synthetic,0,1,0.008885097486199811
synthetic,0,2,0.009110490005696192
synthetic,0,3,0.009052895504282787
synthetic,0,4,0.008854004001477733
synthetic,0,5,0.00875010501476936
synthetic,0,6,0.008730398491024971
synthetic,0,7,0.00863111499347724
synthetic,0,8,0.008694238000316545
synthetic,0,9,0.008773843524977565
synthetic,1,0,0.009563962987158448
synthetic,1,1,0.009230417519574985
synthetic,1,2,0.009231274510966614
synthetic,1,3,0.009216841484885663
synthetic,1,4,0.009203858993714675
synthetic,1,5,0.009234779514372349
synthetic,1,6,0.009209081996232271
synthetic,1,7,0.009172814519843087
synthetic,1,8,0.009048739011632279
synthetic,1,9,0.008880376990418881
synthetic,2,0,0.009348150982987136
synthetic,2,1,0.009762486006366089
synthetic,2,2,0.009440810506930575
synthetic,2,3,0.009606479987269267
synthetic,2,4,0.009205612994264811
synthetic,2,5,0.00946250549168326
synthetic,2,6,0.009523276996333152
synthetic,2,7,0.009342164994450286
synthetic,2,8,0.00942812900757417
synthetic,2,9,0.009459026507101953
synthetic,3,0,0.00945647549815476
synthetic,3,1,0.009614083508495241
synthetic,3,2,0.009379719500429928
synthetic,3,3,0.009334983507869765
synthetic,3,4,0.00947915599681437
synthetic,3,5,0.009544097498292103
synthetic,3,6,0.00942345050862059
synthetic,3,7,0.009498169500147924
synthetic,3,8,0.009518462000414729
synthetic,3,9,0.00934835901716724
synthetic,4,0,0.009613051486667246
synthetic,4,1,0.009538778977002949
synthetic,4,2,0.009534256503684446
synthetic,4,3,0.009617563016945496
synthetic,4,4,0.009662443510023877
synthetic,4,5,0.009941060008713976
synthetic,4,6,0.009629447507904842
synthetic,4,7,0.009569060988724232
synthetic,4,8,0.009777350496733561
synthetic,4,9,0.009752719517564401
synthetic,5,0,0.009778617008123547
synthetic,5,1,0.00974606248200871
synthetic,5,2,0.010060307511594146
synthetic,5,3,0.009920903510646895
synthetic,5,4,0.009794076002435759
synthetic,5,5,0.009979292983189225
synthetic,5,6,0.009848426503594965
synthetic,5,7,0.009921579505316913
synthetic,5,8,0.009903878992190585
synthetic,5,9,0.00987856849678792
synthetic,6,0,0.010381291998783126
synthetic,6,1,0.010176029521971941
synthetic,6,2,0.010248863021843135
synthetic,6,3,0.010001476999605075
synthetic,6,4,0.01012691151117906
synthetic,6,5,0.009764625487150624
synthetic,6,6,0.009834813012275845
synthetic,6,7,0.009694880514871329
synthetic,6,8,0.00989900148124434
synthetic,6,9,0.010167728003580123
synthetic,7,0,0.010697507997974753
synthetic,7,1,0.010629177035298198
synthetic,7,2,0.010495799011550844
synthetic,7,3,0.010364435031078756
synthetic,7,4,0.010470476991031319
synthetic,7,5,0.010735407005995512
synthetic,7,6,0.010574412997812033
synthetic,7,7,0.010932388016954064
synthetic,7,8,0.010710517002735287
synthetic,7,9,0.01088234904455021
synthetic,8,0,0.012087705021258444
synthetic,8,1,0.011827400012407452
synthetic,8,2,0.012423217005562037
synthetic,8,3,0.012974117009434849
synthetic,8,4,0.011804732959717512
synthetic,8,5,0.012330652039963752
synthetic,8,6,0.011863967985846102
synthetic,8,7,0.012164963991381228
synthetic,8,8,0.011974348977673799
synthetic,8,9,0.012151805975008756
synthetic,9,0,0.013638714037369937
synthetic,9,1,0.013351392990443856
synthetic,9,2,0.01388177799526602
synthetic,9,3,0.014026193995960057
synthetic,9,4,0.01378018403192982
synthetic,9,5,0.014689333038404584
synthetic,9,6,0.014469057961832732
synthetic,9,7,0.015002617961727083
synthetic,9,8,0.015846236958168447
synthetic,9,9,0.013436634035315365
synthetic,10,0,0.01741386001231149
synthetic,10,1,0.017070428002625704
synthetic,10,2,0.017054313968401402
synthetic,10,3,0.017111501016188413
synthetic,10,4,0.016731070005334914
synthetic,10,5,0.01656061498215422
synthetic,10,6,0.017037776007782668
synthetic,10,7,0.01685522898333147
synthetic,10,8,0.018251262023113668
synthetic,10,9,0.017846126982476562
synthetic,11,0,0.025324234971776605
synthetic,11,1,0.02677611296530813
synthetic,11,2,0.03265262400964275
synthetic,11,3,0.026219455990940332
synthetic,11,4,0.024500980973243713
synthetic,11,5,0.025622972985729575
synthetic,11,6,0.025221433024853468
synthetic,11,7,0.025304206006694585
synthetic,11,8,0.02454437001142651
synthetic,11,9,0.02563290297985077
synthetic,12,0,0.03971476299921051
synthetic,12,1,0.039855184964835644
synthetic,12,2,0.037893751985393465
synthetic,12,3,0.038432159984949976
synthetic,12,4,0.0375075499759987
synthetic,12,5,0.0427277420531027
synthetic,12,6,0.04155492101563141
synthetic,12,7,0.04055049200542271
synthetic,12,8,0.041477995982859284
synthetic,12,9,0.04608205199474469
synthetic,13,0,0.0703404969535768
synthetic,13,1,0.06825359002687037
synthetic,13,2,0.06862364703556523
synthetic,13,3,0.06868946395115927
synthetic,13,4,0.0684884000220336
synthetic,13,5,0.07609977101674303
synthetic,13,6,0.07534583704546094
synthetic,13,7,0.07824464997975156
synthetic,13,8,0.07681097299791873
synthetic,13,9,0.07442344102310017
synthetic,14,0,0.13390514301136136
synthetic,14,1,0.13630801002727821
synthetic,14,2,0.13551069097593427
synthetic,14,3,0.13607152400072664
synthetic,14,4,0.13510334299644455
synthetic,14,5,0.15064951498061419
synthetic,14,6,0.14980324398493394
synthetic,14,7,0.14864247699733824
synthetic,14,8,0.15503256599185988
synthetic,14,9,0.13731174898566678
synthetic,15,0,0.26744941697688773
synthetic,15,1,0.2722698269644752
synthetic,15,2,0.26798285002587363
synthetic,15,3,0.290088112000376
synthetic,15,4,0.2757805389701389
synthetic,15,5,0.2734087420394644
synthetic,15,6,0.26469601900316775
synthetic,15,7,0.26745437702629715
synthetic,15,8,0.2678730459883809
synthetic,15,9,0.2689105750177987
synthetic,16,0,0.5314080549869686
synthetic,16,1,0.5270469369716011
synthetic,16,2,0.5282940639881417
synthetic,16,3,0.5334387920447625
synthetic,16,4,0.5472881569876336
synthetic,16,5,0.5337564290384762
synthetic,16,6,0.530755944957491
synthetic,16,7,0.5358683250378817
synthetic,16,8,0.5307142779929563
synthetic,16,9,0.5489596360130236
synthetic,17,0,1.0693933690199628
synthetic,17,1,1.061738243966829
synthetic,17,2,1.0875653729890473
synthetic,17,3,1.122379321954213
synthetic,17,4,1.1329202189808711
synthetic,17,5,1.0841076399665326
synthetic,17,6,1.0962645100080408
synthetic,17,7,1.086379365005996
synthetic,17,8,1.0627687320229597
synthetic,17,9,1.0910585529636592
synthetic,18,0,2.4388300629798323
synthetic,18,1,2.2383259600028396
synthetic,18,2,2.1592321660136804
synthetic,18,3,2.2315946729504503
synthetic,19,0,5.04085865302477
synthetic,19,1,4.732862303033471
synthetic,20,0,10.32271594402846
synthetic,20,1,10.066323321021628
tensor,0,0,0.0025245973956771195
tensor,0,1,0.002501495403703302
tensor,0,2,0.0025560486014001072
tensor,0,3,0.0024734065984375773
tensor,0,4,0.002533361397217959
tensor,0,5,0.0023911420023068784
tensor,0,6,0.0024100590031594037
tensor,0,7,0.0024430337944068015
tensor,0,8,0.002497421798761934
tensor,0,9,0.0024742270004935564
tensor,1,0,0.002437183796428144
tensor,1,1,0.002503849193453789
tensor,1,2,0.0025736544048413634
tensor,1,3,0.0024942548014223577
tensor,1,4,0.0025060071959160267
tensor,1,5,0.0023821232025511563
tensor,1,6,0.0024117809953168035
tensor,1,7,0.0024272197973914445
tensor,1,8,0.0024036917951889337
tensor,1,9,0.0023975242045708002
tensor,2,0,0.0024323121993802487
tensor,2,1,0.0024493029923178256
tensor,2,2,0.0024794543976895513
tensor,2,3,0.0024756152066402136
tensor,2,4,0.00247493099886924
tensor,2,5,0.002423648606054485
tensor,2,6,0.0025137257995083927
tensor,2,7,0.0024176678038202227
tensor,2,8,0.002450865600258112
tensor,2,9,0.0024070478044450282
tensor,3,0,0.0024312012013979257
tensor,3,1,0.0024329151958227156
tensor,3,2,0.0024394533946178855
tensor,3,3,0.002403615601360798
tensor,3,4,0.0024644517921842634
tensor,3,5,0.0023332954035140572
tensor,3,6,0.00236028959043324
tensor,3,7,0.002332716598175466
tensor,3,8,0.0023242914001457395
tensor,3,9,0.0023827112047001718
tensor,4,0,0.002385615592356771
tensor,4,1,0.002581991406623274
tensor,4,2,0.002418548392597586
tensor,4,3,0.002369635202921927
tensor,4,4,0.002462650998495519
tensor,4,5,0.002418584795668721
tensor,4,6,0.0024477029917761685
tensor,4,7,0.0024734355974942446
tensor,4,8,0.002440367208328098
tensor,4,9,0.002489704405888915
tensor,5,0,0.002394763601478189
tensor,5,1,0.0024193987948819993
tensor,5,2,0.0024480893975123764
tensor,5,3,0.002328622597269714
tensor,5,4,0.0023872571997344493
tensor,5,5,0.0024498180020600556
tensor,5,6,0.0023888167925179005
tensor,5,7,0.0024124486022628843
tensor,5,8,0.002464668999891728
tensor,5,9,0.00242610820569098
tensor,6,0,0.0027427829918451607
tensor,6,1,0.0024979450041428207
tensor,6,2,0.0024689330020919442
tensor,6,3,0.002454353601206094
tensor,6,4,0.0024589904001913964
tensor,6,5,0.0025498289964161814
tensor,6,6,0.002516033803112805
tensor,6,7,0.0025123188039287924
tensor,6,8,0.002493046596646309
tensor,6,9,0.0025182901998050513
tensor,7,0,0.002576667000539601
tensor,7,1,0.0025408839923329652
tensor,7,2,0.0026526694069616496
tensor,7,3,0.002536253596190363
tensor,7,4,0.0024794622091576456
tensor,7,5,0.002623108203988522
tensor,7,6,0.0026090804021805525
tensor,7,7,0.002570443192962557
tensor,7,8,0.0025694316020235418
tensor,7,9,0.0025993639952503144
tensor,8,0,0.002898388236644678
tensor,8,1,0.0026841634971788153
tensor,8,2,0.0027639975014608353
tensor,8,3,0.002735927002504468
tensor,8,4,0.002748393497313373
tensor,8,5,0.0027437142562121153
tensor,8,6,0.0027066445036325604
tensor,8,7,0.0027721629885490984
tensor,8,8,0.002732496490352787
tensor,8,9,0.0026824712549569085
tensor,9,0,0.0029678892460651696
tensor,9,1,0.0029218260024208575
tensor,9,2,0.0029848187405150384
tensor,9,3,0.0030127179925329983
tensor,9,4,0.0028912494890391827
tensor,9,5,0.0029128152527846396
tensor,9,6,0.002958045995910652
tensor,9,7,0.0028930440021213144
tensor,9,8,0.002874782745493576
tensor,9,9,0.002952993250801228
tensor,10,0,0.003244600258767605
tensor,10,1,0.003234825489926152
tensor,10,2,0.003206221488653682
tensor,10,3,0.0032399479969171807
tensor,10,4,0.003246421503718011
tensor,10,5,0.0033019030088325962
tensor,10,6,0.003255608258768916
tensor,10,7,0.0032422242511529475
tensor,10,8,0.0032047824934124947
tensor,10,9,0.00331600675417576
tensor,11,0,0.004016256677762915
tensor,11,1,0.004280712339095771
tensor,11,2,0.004105485665301482
tensor,11,3,0.0042570993343057735
tensor,11,4,0.004439411335624754
tensor,11,5,0.00524634732088695
tensor,11,6,0.004341228011374672
tensor,11,7,0.004512784672745814
tensor,11,8,0.00445529834056894
tensor,11,9,0.004419724010707189
tensor,12,0,0.005876424518646672
tensor,12,1,0.006175428017741069
tensor,12,2,0.005995039507979527
tensor,12,3,0.006889472482725978
tensor,12,4,0.006151398498332128
tensor,12,5,0.006161501019960269
tensor,12,6,0.005945673503447324
tensor,12,7,0.006000010500429198
tensor,12,8,0.006399445497663692
tensor,12,9,0.0064618939941283315
tensor,13,0,0.00992071648943238
tensor,13,1,0.008905112015781924
tensor,13,2,0.00976703898049891
tensor,13,3,0.009760398010257632
tensor,13,4,0.010249544022371992
tensor,13,5,0.011133314517792314
tensor,13,6,0.010409818991320208
tensor,13,7,0.010349992488045245
tensor,13,8,0.010321309498976916
tensor,13,9,0.00991236898698844
tensor,14,0,0.016576834954321384
tensor,14,1,0.017756067973095924
tensor,14,2,0.016577397007495165
tensor,14,3,0.016303943993989378
tensor,14,4,0.01972554303938523
tensor,14,5,0.017575254023540765
tensor,14,6,0.01834873599000275
tensor,14,7,0.01687847700668499
tensor,14,8,0.01782269700197503
tensor,14,9,0.01783277204958722
tensor,15,0,0.03853151301154867
tensor,15,1,0.037285703991074115
tensor,15,2,0.045012714981567115
tensor,15,3,0.03684803401120007
tensor,15,4,0.03443112404784188
tensor,15,5,0.040645868983119726
tensor,15,6,0.03626346401870251
tensor,15,7,0.04002004099311307
tensor,15,8,0.03738820197759196
tensor,15,9,0.03555362101178616
tensor,16,0,0.07277623802656308
tensor,16,1,0.05966826400253922
tensor,16,2,0.06171793403336778
tensor,16,3,0.06337984697893262
tensor,16,4,0.06798512500245124
tensor,16,5,0.07028332503978163
tensor,16,6,0.07070601399755105
tensor,16,7,0.07076280302135274
tensor,16,8,0.08218667499022558
tensor,16,9,0.06855884398100898
tensor,17,0,0.1418744950206019
tensor,17,1,0.1236989670433104
tensor,17,2,0.13436620199354365
tensor,17,3,0.12368338502710685
tensor,17,4,0.1254913759767078
tensor,17,5,0.15188484697137028
tensor,17,6,0.13863093894906342
tensor,17,7,0.14372977201128379
tensor,17,8,0.15023950801696628
tensor,17,9,0.1404702719883062
tensor,18,0,0.2591032470227219
tensor,18,1,0.25108944601379335
tensor,18,2,0.25512800499564037
tensor,18,3,0.2563151709618978
tensor,18,4,0.2492496509803459
tensor,18,5,0.27265466697281227
tensor,18,6,0.2863313340349123
tensor,18,7,0.2749713519588113
tensor,18,8,0.2895037129637785
tensor,18,9,0.29826011997647583
tensor,19,0,0.5194529360160232
tensor,19,1,0.532513158977963
tensor,19,2,0.5280767270014621
tensor,19,3,0.5226074689999223
tensor,19,4,0.5235944669693708
tensor,19,5,0.6189668799634092
tensor,19,6,0.6212979370029643
tensor,19,7,0.569673926976975
tensor,19,8,0.6113736340194009
tensor,19,9,0.5845116829732433
tensor,20,0,1.1264350159908645
tensor,20,1,1.083632197987754
tensor,20,2,1.036680489021819
tensor,20,3,1.0749141469714232
tensor,20,4,1.1154733779840171
tensor,20,5,1.1652765239705332
tensor,20,6,1.0590371520374902
tensor,20,7,1.1460383959929459
tensor,20,8,1.0677537629962899
tensor,20,9,1.0840393249527551
